Time,Speed,Label
0.020005001,3e-05,0
0.040010003,0.120060015,0
0.060015004,0.240090023,0
0.080020005,0.36012003,0
0.100025006,0.480150038,0
0.120030008,0.600180045,0
0.140035009,0.720210053,0
0.16004001,0.84024006,0
0.180045011,0.960270068,0
0.200050013,1.080300075,0
0.220055014,1.200330083,0
0.240060015,1.32036009,0
0.260065016,1.440390098,0
0.280070018,1.560420105,0
0.300075019,1.680450113,0
0.32008002,1.80048012,0
0.340085021,1.920510128,0
0.360090023,2.040540135,0
0.380095024,2.160570143,0
0.400100025,2.28060015,0
0.420105026,2.400630158,0
0.440110028,2.520660165,0
0.460115029,2.640690173,0
0.48012003,2.76072018,0
0.500125031,2.880750188,0
0.520130033,3.000780195,0
0.540135034,3.120810203,0
0.560140035,3.240700175,0
0.580145036,3.340725181,0
0.600150038,3.440750188,0
0.620155039,3.540775194,0
0.64016004,3.6408002,0
0.660165041,3.740825206,0
0.680170043,3.840850213,0
0.700175044,3.940875219,0
0.720180045,4.040900225,0
0.740185046,4.140925231,0
0.760190048,4.240950238,0
0.780195049,4.340975244,0
0.80020005,4.44100025,0
0.820205051,4.541025256,0
0.840210053,4.641050263,0
0.860215054,4.741075269,0
0.880220055,4.841100275,0
0.900225056,4.941125281,0
0.920230058,5.041150288,0
0.940235059,5.141175294,0
0.96024006,5.2412003,0
0.980245061,5.341225306,0
1.000250063,5.441250313,0
1.020255064,5.541275319,0
1.040260065,5.641300325,0
1.060265066,5.741325331,0
1.080270068,5.841350338,0
1.100275069,5.941375344,0
1.12028007,6.04140035,0
1.140285071,6.141083271,0
1.160290073,6.217102276,0
1.180295074,6.29312128,0
1.200300075,6.369140285,0
1.220305076,6.44515929,0
1.240310078,6.521178295,0
1.260315079,6.597197299,0
1.28032008,6.673216304,0
1.300325081,6.749235309,0
1.320330083,6.825254314,0
1.340335084,6.901273318,0
1.360340085,6.977292323,0
1.380345086,7.053311328,0
1.400350088,7.129330333,0
1.420355089,7.205349337,0
1.44036009,7.281368342,0
1.460365091,7.357387347,0
1.480370093,7.433406352,0
1.500375094,7.509425356,0
1.520380095,7.585444361,0
1.540385096,7.661463366,0
1.560390098,7.737482371,0
1.580395099,7.813501375,0
1.6004001,7.88952038,0
1.620405101,7.965539385,0
1.640410103,8.04155839,0
1.660415104,8.117577394,0
1.680420105,8.193596399,0
1.700425106,8.269615404,0
1.720430108,8.345634409,0
1.740435109,8.421653413,0
1.76044011,8.497672418,0
1.780445111,8.573691423,0
1.800450113,8.649710428,0
1.820455114,8.725729432,0
1.840460115,8.801748437,0
1.860465116,8.877767442,0
1.880470118,8.953786447,0
1.900475119,9.029805451,0
1.92048012,9.10544036,0
1.940485121,9.165455364,0
1.960490123,9.225470368,0
1.980495124,9.285485371,0
2.000500125,9.345500375,0
2.020505126,9.405515379,0
2.040510128,9.465530383,0
2.060515129,9.525545386,0
2.08052013,9.58556039,0
2.100525131,9.645575394,0
2.120530133,9.705590398,0
2.140535134,9.765605401,0
2.160540135,9.825620405,0
2.180545136,9.885635409,0
2.200550138,9.945650413,0
2.220555139,10.00566542,0
2.24056014,10.06568042,0
2.260565141,10.12569542,0
2.280570143,10.18571043,0
2.300575144,10.24572543,0
2.320580145,10.30574044,0
2.340585146,10.36575544,0
2.360590148,10.42577044,0
2.380595149,10.48578545,0
2.40060015,10.54580045,0
2.420605151,10.60581545,0
2.440610153,10.66583046,0
2.460615154,10.72584546,0
2.480620155,10.78586047,0
2.500625156,10.84587547,0
2.520630158,10.90589047,0
2.540635159,10.96590548,0
2.56064016,11.02592048,0
2.580645161,11.08593548,0
2.600650163,11.14595049,0
2.620655164,11.20596549,0
2.640660165,11.2659805,0
2.660665166,11.3259955,0
2.680670168,11.3860105,0
2.700675169,11.44602551,0
2.72068017,11.50604051,0
2.740685171,11.56605551,0
2.760690173,11.62607052,0
2.780695174,11.68608552,0
2.800700175,11.74610053,0
2.820705176,11.80611553,0
2.840710178,11.86613053,0
2.860715179,11.92614554,0
2.88072018,11.98616054,0
2.900725181,12.04617554,0
2.920730183,12.1056064,0
2.940735184,12.1496174,0
2.960740185,12.19362841,0
2.980745186,12.23763941,0
3.000750188,12.28165041,0
3.020755189,12.32566142,0
3.04076019,12.36967242,0
3.060765191,12.41368342,0
3.080770193,12.45769442,0
3.100775194,12.50170543,0
3.120780195,12.54571643,0
3.140785196,12.58972743,0
3.160790198,12.63373843,0
3.180795199,12.67774944,0
3.2008002,12.72176044,0
3.220805201,12.76577144,0
3.240810203,12.80978245,0
3.260815204,12.85378693,0
3.280820205,12.8976018,0
3.300825206,12.94053637,0
3.320830208,12.98259442,0
3.340835209,13.02379358,0
3.36084021,13.06415138,0
3.380845211,13.103685,0
3.400850213,13.14241126,0
3.420855214,13.18034667,0
3.440860215,13.21750736,0
3.460865216,13.25390917,0
3.480870218,13.28956758,0
3.500875219,13.32449778,0
3.52088022,13.35871464,0
3.540885221,13.39223273,0
3.560890223,13.42506631,0
3.580895224,13.45722938,0
3.600900225,13.48873561,0
3.620905226,13.51959843,0
3.640910228,13.54983098,0
3.660915229,13.57944612,0
3.68092023,13.60845646,0
3.700925231,13.63687436,0
3.720930233,13.66471191,0
3.740935234,13.69198097,0
3.760940235,13.71869314,0
3.780945236,13.7448598,0
3.800950238,13.77049209,0
3.820955239,13.79560092,0
3.84096024,13.82019699,0
3.860965241,13.84429075,0
3.880970243,13.86789248,0
3.900975244,13.89101221,0
3.920980245,13.9136598,0
3.940985246,13.93584488,0
3.960990248,13.9575769,0
3.980995249,13.97886511,0
4.00100025,13.99971858,0
4.021005251,14.02014618,0
4.041010253,14.04015661,0
4.061015254,14.05975839,0
4.081020255,14.07895987,0
4.101025256,14.09776922,0
4.121030258,14.11619444,0
4.141035259,14.13424339,0
4.16104026,14.15192375,0
4.181045261,14.16924304,0
4.201050263,14.18620863,0
4.221055264,14.20282776,0
4.241060265,14.2191075,0
4.261065266,14.23505477,0
4.281070268,14.25067637,0
4.301075269,14.26597895,0
4.32108027,14.28096902,0
4.341085271,14.29565297,0
4.361090273,14.31003704,0
4.381095274,14.32412736,0
4.401100275,14.33792993,0
4.421105276,14.35145063,0
4.441110278,14.36469521,0
4.461115279,14.37766932,0
4.48112028,14.39037846,0
4.501125281,14.40282806,0
4.521130283,14.41502342,0
4.541135284,14.42696973,0
4.561140285,14.43867207,0
4.581145286,14.45013543,0
4.601150288,14.46136468,0
4.621155289,14.47236462,0
4.64116029,14.48313991,0
4.661165291,14.49369515,0
4.681170293,14.50403483,0
4.701175294,14.51416336,0
4.721180295,14.52408505,0
4.741185296,14.53380411,0
4.761190298,14.5433247,0
4.781195299,14.55265086,0
4.8012003,14.56178656,0
4.821205301,14.57073569,0
4.841210303,14.57950206,0
4.861215304,14.58808941,0
4.881220305,14.59650139,0
4.901225306,14.60474158,0
4.921230308,14.61281349,0
4.941235309,14.62072055,0
4.96124031,14.62846614,0
4.981245311,14.63605355,0
5.001250313,14.64348602,0
5.021255314,14.65076669,0
5.041260315,14.65789869,0
5.061265316,14.66488503,0
5.081270318,14.6717287,0
5.101275319,14.67843261,0
5.12128032,14.68499961,0
5.141285321,14.6914325,0
5.161290323,14.69773402,0
5.181295324,14.70390686,0
5.201300325,14.70995363,0
5.221305326,14.71587691,0
5.241310328,14.72167923,0
5.261315329,14.72736306,0
5.28132033,14.73293081,0
5.301325331,14.73838486,0
5.321330333,14.74372753,0
5.341335334,14.74896109,0
5.361340335,14.75408777,0
5.381345336,14.75910975,0
5.401350338,14.76402918,0
5.421355339,14.76884814,0
5.44136034,14.77356869,0
5.461365341,14.77819284,0
5.481370343,14.78272255,0
5.501375344,14.78715976,0
5.521380345,14.79150635,0
5.541385346,14.79576418,0
5.561390348,14.79993505,0
5.581395349,14.80402075,0
5.60140035,14.80802301,0
5.621405351,14.81194354,0
5.641410353,14.815784,0
5.661415354,14.81954603,0
5.681420355,14.82323124,0
5.701425356,14.82684118,0
5.721430358,14.83037741,0
5.741435359,14.83384142,0
5.76144036,14.83723468,0
5.781445361,14.84055865,0
5.801450363,14.84381474,0
5.821455364,14.84700433,0
5.841460365,14.85012879,0
5.861465366,14.85318944,0
5.881470368,14.85618758,0
5.901475369,14.8591245,0
5.92148037,14.86200144,0
5.941485371,14.86481962,0
5.961490373,14.86758026,0
5.981495374,14.87028452,0
6.001500375,14.87293355,0
6.021505376,14.87552848,0
6.041510378,14.87807042,0
6.061515379,14.88056045,0
6.08152038,14.88299963,0
6.101525381,14.88538899,0
6.121530383,14.88772956,0
6.141535384,14.89002233,0
6.161540385,14.89226828,0
6.181545386,14.89446836,0
6.201550388,14.89662351,0
6.221555389,14.89873465,0
6.24156039,14.90080268,0
6.261565391,14.90282847,0
6.281570393,14.9048129,0
6.301575394,14.90675679,0
6.321580395,14.90866099,0
6.341585396,14.9105263,0
6.361590398,14.91235352,0
6.381595399,14.91414343,0
6.4016004,14.91589678,0
6.421605401,14.91761432,0
6.441610403,14.91929679,0
6.461615404,14.9209449,0
6.481620405,14.92255935,0
6.501625406,14.92414083,0
6.521630408,14.92569002,0
6.541635409,14.92720757,0
6.56164041,14.92869412,0
6.581645411,14.93015032,0
6.601650413,14.93157678,0
6.621655414,14.93297411,0
6.641660415,14.9343429,0
6.661665416,14.93568374,0
6.681670418,14.9369972,0
6.701675419,14.93828384,0
6.72168042,14.93954419,0
6.741685421,14.94077881,0
6.761690423,14.94198822,0
6.781695424,14.94317293,0
6.801700425,14.94433344,0
6.821705426,14.94547026,0
6.841710428,14.94658386,0
6.861715429,14.94767471,0
6.88172043,14.94874329,0
6.901725431,14.94979005,0
6.921730433,14.95081543,0
6.941735434,14.95181987,0
6.961740435,14.9528038,0
6.981745436,14.95376763,0
7.001750438,14.95471178,0
7.021755439,14.95563665,0
7.04176044,14.95654264,0
7.061765441,14.95743012,0
7.081770443,14.95829947,0
7.101775444,14.95915107,0
7.121780445,14.95998528,0
7.141785446,14.96080246,0
7.161790448,14.96160295,0
7.181795449,14.96238709,0
7.20180045,14.96315521,0
7.221805451,14.96390765,0
7.241810453,14.96464472,0
7.261815454,14.96536674,0
7.281820455,14.96607402,0
7.301825456,14.96676685,0
7.321830458,14.96744553,0
7.341835459,14.96811036,0
7.36184046,14.9687616,0
7.381845461,14.96939955,0
7.401850463,14.97002447,0
7.421855464,14.97063662,0
7.441860465,14.97123628,0
7.461865466,14.97182369,0
7.481870468,14.9723991,0
7.501875469,14.97296276,0
7.52188047,14.97351491,0
7.541885471,14.97405579,0
7.561890473,14.97458561,0
7.581895474,14.97510462,0
7.601900475,14.97561303,0
7.621905476,14.97611106,0
7.641910478,14.97659892,0
7.661915479,14.97707681,0
7.68192048,14.97754494,0
7.701925481,14.97800352,0
7.721930483,14.97845273,0
7.741935484,14.97889276,0
7.761940485,14.97932381,0
7.781945486,14.97974606,0
7.801950488,14.98015968,0
7.821955489,14.98056486,0
7.84196049,14.98096176,0
7.861965491,14.98135056,0
7.881970493,14.98173141,0
7.901975494,14.98210449,0
7.921980495,14.98246995,0
7.941985496,14.98282795,0
7.961990498,14.98317863,0
7.981995499,14.98352216,0
8.0020005,14.98385866,0
8.022005501,14.9841883,0
8.042010503,14.9845112,0
8.062015504,14.98482751,0
8.082020505,14.98513736,0
8.102025506,14.98544089,0
8.122030508,14.98573821,0
8.142035509,14.98602946,0
8.16204051,14.98631477,0
8.182045511,14.98659425,0
8.202050513,14.98686802,0
8.222055514,14.9871362,0
8.242060515,14.9873989,0
8.262065516,14.98765624,0
8.282070518,14.98790832,0
8.302075519,14.98815525,0
