	Time	Start	End	Coverage	speed	Rotation	six	seven
0	1.50037509377317e-05	0.0	1.0	0.0	1.5707963267949	-79.999999699925	0.0	-300.0
1	0.0600300075018755	0.0	1.0	0.0	1.5707963267949	-79.9987987996999	0.0	-300.0
2	0.120044111027757	0.0	1.0	0.0	1.5707963267949	-79.9963973173293	0.0	-300.0
3	0.178857614403601	0.0	1.0	0.0	1.5707963267949	-79.9928192708177	0.0	-300.0
4	0.236470547636909	0.0	1.0	0.0	1.5707963267949	-79.9880886775694	0.0	-300.0
5	0.292906928732183	0.0	1.0	0.0	1.5707963267949	-79.9822290745086	0.0	-300.0
6	0.348190774853713	0.0	1.0	0.0	1.5707963267949	-79.9752635180964	0.0	-300.0
7	0.402345622685671	0.0	1.0	0.0	1.5707963267949	-79.9672145939421	0.0	-300.0
8	0.455394528453713	0.0	1.0	0.0	1.5707963267949	-79.9581044264158	0.0	-300.0
9	0.507360077536984	0.0	1.0	0.0	1.5707963267949	-79.9479546880668	0.0	-300.0
10	0.558264394079592	0.0	1.0	0.0	1.5707963267949	-79.9367866088512	0.0	-300.0
11	0.608129150409795	0.0	1.0	0.0	1.5707963267949	-79.9246209851698	0.0	-300.0
12	0.656975576266911	0.0	1.0	0.0	1.5707963267949	-79.9114781887229	0.0	-300.0
13	0.704824467839805	0.0	1.0	0.0	1.5707963267949	-79.8973781751831	0.0	-300.0
14	0.751696196620783	0.0	1.0	0.0	1.5707963267949	-79.882340492691	0.0	-300.0
15	0.79761071807868	0.0	1.0	0.0	1.5707963267949	-79.8663842901784	0.0	-300.0
16	0.842587580154832	0.0	1.0	0.0	1.5707963267949	-79.8495283255204	0.0	-300.0
17	0.886645931585532	0.0	1.0	0.0	1.5707963267949	-79.8317909735218	0.0	-300.0
18	0.929804530054538	0.0	1.0	0.0	1.5707963267949	-79.81319023374	0.0	-300.0
19	0.972081750179084	0.0	1.0	0.0	1.5707963267949	-79.793743738148	0.0	-300.0
20	1.01349559133281	0.0	1.0	0.0	1.5707963267949	-79.7734687586414	0.0	-300.0
21	1.05406368530892	0.0	1.0	0.0	1.5707963267949	-79.7523822143922	0.0	-300.0
22	1.09380330382685	0.0	1.0	0.0	1.5707963267949	-79.7305006790511	0.0	-300.0
23	1.13273136588567	0.0	1.0	0.0	1.5707963267949	-79.7078403878047	0.0	-300.0
24	1.17086444496724	0.0	1.0	0.0	1.5707963267949	-79.684417244287	0.0	-300.0
25	1.20821877609234	0.0	1.0	0.0	1.5707963267949	-79.6602468273503	0.0	-300.0
26	1.24481026273264	0.0	1.0	0.0	1.5707963267949	-79.6353443976981	0.0	-300.0
27	1.28065448358158	0.0	1.0	0.0	1.5707963267949	-79.6097249043822	0.0	-300.0
28	1.31576669918692	0.0	1.0	0.0	1.5707963267949	-79.5834029911672	0.0	-300.0
29	1.35016185844787	0.0	1.0	0.0	1.5707963267949	-79.5563930027648	0.0	-300.0
30	1.38385460497952	0.0	1.0	0.0	1.5707963267949	-79.5287089909414	0.0	-300.0
31	1.41685928334729	0.0	1.0	0.0	1.5707963267949	-79.5003647205003	0.0	-300.0
32	1.44918994517412	0.0	1.0	0.0	1.5707963267949	-79.4713736751421	0.0	-300.0
33	1.48086035512286	0.0	1.0	0.0	1.5707963267949	-79.4417490632054	0.0	-300.0
34	1.51188399675654	0.0	1.0	0.0	1.5707963267949	-79.4115038232901	0.0	-300.0
35	1.54227407827892	0.0	1.0	0.0	1.5707963267949	-79.380650629766	0.0	-300.0
36	1.57204353815789	0.0	1.0	0.0	1.5707963267949	-79.349201898169	0.0	-300.0
37	1.60120505063392	0.0	1.0	0.0	1.5707963267949	-79.3171697904865	0.0	-300.0
38	1.62977103111609	0.0	1.0	0.0	1.5707963267949	-79.2845662203361	0.0	-300.0
39	1.6577536414679	0.0	1.0	0.0	1.5707963267949	-79.251402858037	0.0	-300.0
40	1.68516479518516	0.0	1.0	0.0	1.5707963267949	-79.2176911355791	0.0	-300.0
41	1.7120161624681	0.0	1.0	0.0	1.5707963267949	-79.1834422514899	0.0	-300.0
42	1.7383191751899	0.0	1.0	0.0	1.5707963267949	-79.1486671756023	0.0	-300.0
43	1.76408503176379	0.0	1.0	0.0	1.5707963267949	-79.1133766537251	0.0	-300.0
44	1.78932470191074	0.0	1.0	0.0	1.5707963267949	-79.0775812122176	0.0	-300.0
45	1.81404893132975	0.0	1.0	0.0	1.5707963267949	-79.0412911624715	0.0	-300.0
46	1.8382682462728	0.0	1.0	0.0	1.5707963267949	-79.0045166053009	0.0	-300.0
47	1.86199295802638	0.0	1.0	0.0	1.5707963267949	-78.9672674352426	0.0	-300.0
48	1.88523316730148	0.0	1.0	0.0	1.5707963267949	-78.9295533447687	0.0	-300.0
49	1.90799876853391	0.0	1.0	0.0	1.5707963267949	-78.8913838284131	0.0	-300.0
50	1.93029945409682	0.0	1.0	0.0	1.5707963267949	-78.8527681868138	0.0	-300.0
51	1.95214471842722	0.0	1.0	0.0	1.5707963267949	-78.8137155306725	0.0	-300.0
52	1.97354386206819	0.0	1.0	0.0	1.5707963267949	-78.7742347846338	0.0	-300.0
53	1.99450599562853	0.0	1.0	0.0	1.5707963267949	-78.7343346910843	0.0	-300.0
54	2.01504004366158	0.0	1.0	0.0	1.5707963267949	-78.694023813875	0.0	-300.0
55	2.03515474846486	0.0	1.0	0.0	1.5707963267949	-78.6533105419674	0.0	-300.0
56	2.05485867380199	0.0	1.0	0.0	1.5707963267949	-78.6122030930048	0.0	-300.0
57	2.07416020854873	0.0	1.0	0.0	1.5707963267949	-78.570709516811	0.0	-300.0
58	2.09306757026452	0.0	1.0	0.0	1.5707963267949	-78.5288376988176	0.0	-300.0
59	2.11158880869106	0.0	1.0	0.0	1.5707963267949	-78.486595363421	0.0	-300.0
60	2.12973180917945	0.0	1.0	0.0	1.5707963267949	-78.4439900772715	0.0	-300.0
61	2.14750429604735	0.0	1.0	0.0	1.5707963267949	-78.401029252494	0.0	-300.0
62	2.16491383586761	0.0	1.0	0.0	1.5707963267949	-78.3577201498444	0.0	-300.0
63	2.18196784068968	0.0	1.0	0.0	1.5707963267949	-78.3140698818005	0.0	-300.0
64	2.19867357119527	0.0	1.0	0.0	1.5707963267949	-78.2700854155901	0.0	-300.0
65	2.21503813978956	0.0	1.0	0.0	1.5707963267949	-78.2257735761575	0.0	-300.0
66	2.23106851362927	0.0	1.0	0.0	1.5707963267949	-78.1811410490687	0.0	-300.0
67	2.24677151758894	0.0	1.0	0.0	1.5707963267949	-78.1361943833584	0.0	-300.0
68	2.26215383716654	0.0	1.0	0.0	1.5707963267949	-78.0909399943179	0.0	-300.0
69	2.27722202132984	0.0	1.0	0.0	1.5707963267949	-78.0453841662263	0.0	-300.0
70	2.29198248530459	0.0	1.0	0.0	1.5707963267949	-77.9995330550262	0.0	-300.0
71	2.30644151330576	0.0	1.0	0.0	1.5707963267949	-77.9533926909442	0.0	-300.0
72	2.32060526121308	0.0	1.0	0.0	1.5707963267949	-77.9069689810591	0.0	-300.0
73	2.33447975919182	0.0	1.0	0.0	1.5707963267949	-77.8602677118156	0.0	-300.0
74	2.34807091426015	0.0	1.0	0.0	1.5707963267949	-77.8132945514889	0.0	-300.0
75	2.361384512804	0.0	1.0	0.0	1.5707963267949	-77.7660550525975	0.0	-300.0
76	2.37442622304064	0.0	1.0	0.0	1.5707963267949	-77.7185546542673	0.0	-300.0
77	2.38720159743184	0.0	1.0	0.0	1.5707963267949	-77.6707986845468	0.0	-300.0
78	2.39971607504788	0.0	1.0	0.0	1.5707963267949	-77.6227923626764	0.0	-300.0
79	2.41197498388314	0.0	1.0	0.0	1.5707963267949	-77.5745408013098	0.0	-300.0
80	2.42398354312455	0.0	1.0	0.0	1.5707963267949	-77.5260490086907	0.0	-300.0
81	2.43574686537357	0.0	1.0	0.0	1.5707963267949	-77.4773218907853	0.0	-300.0
82	2.44726995882292	0.0	1.0	0.0	1.5707963267949	-77.4283642533711	0.0	-300.0
83	2.45855772938876	0.0	1.0	0.0	1.5707963267949	-77.3791808040825	0.0	-300.0
84	2.46961498279937	0.0	1.0	0.0	1.5707963267949	-77.3297761544155	0.0	-300.0
85	2.4804464266412	0.0	1.0	0.0	1.5707963267949	-77.2801548216906	0.0	-300.0
86	2.49105667236307	0.0	1.0	0.0	1.5707963267949	-77.2303212309764	0.0	-300.0
